CrystalID Theta(Deg) Phi(Deg) Area HALF RING PREAMP CHANNEL FEBEX_PC FEBEX_SFP FEBEX_MOD FEBEX_CH
1256 70.3979 -104.298 Barrel 1 3 16 2 0 3 13 5
1257 67.8755 -115.51 Barrel 1 3 14 8 0 3 9 7
1258 67.8744 -120.738 Barrel 1 3 14 7 0 3 9 0
1259 70.3968 -120.702 Barrel 1 3 14 3 0 3 9 4
1260 70.3979 -115.548 Barrel 1 3 14 4 0 3 9 3
1261 67.8755 -126.76 Barrel 1 3 14 6 0 3 9 1
1262 67.8744 -131.988 Barrel 1 3 14 5 0 3 9 2
1263 70.3968 -131.952 Barrel 1 3 14 1 0 3 9 6
1264 70.3979 -126.798 Barrel 1 3 14 2 0 3 9 5
1265 67.8755 -138.01 Barrel 1 3 12 8 0 3 5 7
1266 67.8744 -143.238 Barrel 1 3 12 7 0 3 5 0
1267 70.3968 -143.202 Barrel 1 3 12 3 0 3 5 4
1268 70.3979 -138.048 Barrel 1 3 12 4 0 3 5 3
1269 67.8755 -149.26 Barrel 1 3 12 6 0 3 5 1
1270 67.8744 -154.488 Barrel 1 3 12 5 0 3 5 2
1271 70.3968 -154.452 Barrel 1 3 12 1 0 3 5 6
1272 70.3979 -149.298 Barrel 1 3 12 2 0 3 5 5
1273 67.8755 -160.51 Barrel 1 3 10 8 0 3 1 7
1274 67.8744 -165.738 Barrel 1 3 10 7 0 3 1 0
1275 70.3968 -165.702 Barrel 1 3 10 3 0 3 1 4
1276 70.3979 -160.548 Barrel 1 3 10 4 0 3 1 3
1277 67.8755 -171.76 Barrel 1 3 10 6 0 3 1 1
1278 67.8744 -176.988 Barrel 1 3 10 5 0 3 1 2
1279 70.3968 -176.952 Barrel 1 3 10 1 0 3 1 6
1280 70.3979 -171.798 Barrel 1 3 10 2 0 3 1 5
1281 67.8755 176.99 Barrel 1 3 8 8 0 0 1 7
1282 67.8744 171.762 Barrel 1 3 8 7 0 0 1 0
1283 70.3968 171.798 Barrel 1 3 8 3 0 0 1 4
1284 70.3979 176.952 Barrel 1 3 8 4 0 0 1 3
1285 67.8755 165.74 Barrel 1 3 8 6 0 0 1 1
1286 67.8744 160.512 Barrel 1 3 8 5 0 0 1 2
1287 70.3968 160.548 Barrel 1 3 8 1 0 0 1 6
1288 70.3979 165.702 Barrel 1 3 8 2 0 0 1 5
1289 67.8755 154.49 Barrel 1 3 6 8 0 0 5 7
1290 67.8744 149.262 Barrel 1 3 6 7 0 0 5 0
1291 70.3968 149.298 Barrel 1 3 6 3 0 0 5 4
1292 70.3979 154.452 Barrel 1 3 6 4 0 0 5 3
1293 67.8755 143.24 Barrel 1 3 6 6 0 0 5 1
1294 67.8744 138.012 Barrel 1 3 6 5 0 0 5 2
1295 70.3968 138.048 Barrel 1 3 6 1 0 0 5 6
1296 70.3979 143.202 Barrel 1 3 6 2 0 0 5 5
1297 67.8755 131.99 Barrel 1 3 4 8 0 0 9 7
1298 67.8744 126.762 Barrel 1 3 4 7 0 0 9 0
1299 70.3968 126.798 Barrel 1 3 4 3 0 0 9 4
1300 70.3979 131.952 Barrel 1 3 4 4 0 0 9 3
1301 67.8755 120.74 Barrel 1 3 4 6 0 0 9 1
1302 67.8744 115.512 Barrel 1 3 4 5 0 0 9 2
1303 70.3968 115.548 Barrel 1 3 4 1 0 0 9 6
1304 70.3979 120.702 Barrel 1 3 4 2 0 0 9 5
1305 67.8755 109.49 Barrel 1 3 2 8 0 0 13 7
1306 67.8744 104.262 Barrel 1 3 2 7 0 0 13 0
1307 70.3968 104.298 Barrel 1 3 2 3 0 0 13 4
1308 70.3979 109.452 Barrel 1 3 2 4 0 0 13 3
1309 67.8755 98.2396 Barrel 1 3 2 6 0 0 13 1
1310 67.8744 93.0117 Barrel 1 3 2 5 0 0 13 2
1311 70.3968 93.0479 Barrel 1 3 2 1 0 0 13 6
1312 70.3979 98.2023 Barrel 1 3 2 2 0 0 13 5
1313 62.8262 87.0072 Barrel 2 3 2 16 0 0 13 9
1314 62.8261 81.7447 Barrel 2 3 2 15 0 0 13 10
1315 65.264 81.7919 Barrel 2 3 2 11 0 0 13 14
1316 65.2641 86.9598 Barrel 2 3 2 12 0 0 13 13
1317 62.8262 75.7572 Barrel 2 3 2 14 0 0 13 11
1318 62.8261 70.4947 Barrel 2 3 2 13 0 0 13 12
1319 65.264 70.5419 Barrel 2 3 2 9 0 0 13 8
1320 65.2641 75.7098 Barrel 2 3 2 10 0 0 13 15
1321 62.8262 64.5072 Barrel 2 3 4 16 0 0 9 9
1322 62.8261 59.2447 Barrel 2 3 4 15 0 0 9 10
1323 65.264 59.2919 Barrel 2 3 4 11 0 0 9 14
1324 65.2641 64.4598 Barrel 2 3 4 12 0 0 9 13
1325 62.8262 53.2572 Barrel 2 3 4 14 0 0 9 11
1326 62.8261 47.9947 Barrel 2 3 4 13 0 0 9 12
1327 65.264 48.0419 Barrel 2 3 4 9 0 0 9 8
1328 65.2641 53.2098 Barrel 2 3 4 10 0 0 9 15
1329 62.8262 42.0072 Barrel 2 3 6 16 0 0 5 9
1330 62.8261 36.7447 Barrel 2 3 6 15 0 0 5 10
1331 65.264 36.7919 Barrel 2 3 6 11 0 0 5 14
1332 65.2641 41.9598 Barrel 2 3 6 12 0 0 5 13
1333 62.8262 30.7572 Barrel 2 3 6 14 0 0 5 11
1334 62.8261 25.4947 Barrel 2 3 6 13 0 0 5 12
1335 65.264 25.5419 Barrel 2 3 6 9 0 0 5 8
1336 65.2641 30.7098 Barrel 2 3 6 10 0 0 5 15
1337 62.8262 19.5072 Barrel 2 3 8 16 0 0 1 9
1338 62.8261 14.2447 Barrel 2 3 8 15 0 0 1 10
1339 65.264 14.2919 Barrel 2 3 8 11 0 0 1 14
1340 65.2641 19.4598 Barrel 2 3 8 12 0 0 1 13
1341 62.8262 8.25716 Barrel 2 3 8 14 0 0 1 11
1342 62.8261 2.99474 Barrel 2 3 8 13 0 0 1 12
1343 65.264 3.04191 Barrel 2 3 8 9 0 0 1 8
1344 65.2641 8.20984 Barrel 2 3 8 10 0 0 1 15
1345 62.8262 -2.99284 Barrel 2 3 10 16 0 3 1 9
1346 62.8261 -8.25526 Barrel 2 3 10 15 0 3 1 10
1347 65.264 -8.20809 Barrel 2 3 10 11 0 3 1 14
1348 65.2641 -3.04016 Barrel 2 3 10 12 0 3 1 13
1349 62.8262 -14.2428 Barrel 2 3 10 14 0 3 1 11
1350 62.8261 -19.5053 Barrel 2 3 10 13 0 3 1 12
1351 65.264 -19.4581 Barrel 2 3 10 9 0 3 1 8
1352 65.2641 -14.2902 Barrel 2 3 10 10 0 3 1 15
1353 62.8262 -25.4928 Barrel 2 3 12 16 0 3 5 9
1354 62.8261 -30.7553 Barrel 2 3 12 15 0 3 5 10
1355 65.264 -30.7081 Barrel 2 3 12 11 0 3 5 14
1356 65.2641 -25.5402 Barrel 2 3 12 12 0 3 5 13
1357 62.8262 -36.7428 Barrel 2 3 12 14 0 3 5 11
1358 62.8261 -42.0053 Barrel 2 3 12 13 0 3 5 12
1359 65.264 -41.9581 Barrel 2 3 12 9 0 3 5 8
1360 65.2641 -36.7902 Barrel 2 3 12 10 0 3 5 15
1361 62.8262 -47.9928 Barrel 2 3 14 16 0 3 9 9
1362 62.8261 -53.2553 Barrel 2 3 14 15 0 3 9 10
1363 65.264 -53.2081 Barrel 2 3 14 11 0 3 9 14
1364 65.2641 -48.0402 Barrel 2 3 14 12 0 3 9 13
1365 62.8262 -59.2428 Barrel 2 3 14 14 0 3 9 11
1366 62.8261 -64.5053 Barrel 2 3 14 13 0 3 9 12
1367 65.264 -64.4581 Barrel 2 3 14 9 0 3 9 8
1368 65.2641 -59.2902 Barrel 2 3 14 10 0 3 9 15
1369 62.8262 -70.4928 Barrel 2 3 16 16 0 3 13 9
1370 62.8261 -75.7553 Barrel 2 3 16 15 0 3 13 10
1371 65.264 -75.7081 Barrel 2 3 16 11 0 3 13 14
1372 65.2641 -70.5402 Barrel 2 3 16 12 0 3 13 13
1373 62.8262 -81.7428 Barrel 2 3 16 14 0 3 13 11
1374 62.8261 -87.0053 Barrel 2 3 16 13 0 3 13 12
1375 65.264 -86.9581 Barrel 2 3 16 9 0 3 13 8
1376 65.2641 -81.7902 Barrel 2 3 16 10 0 3 13 15
1377 62.8262 -92.9928 Barrel 1 3 16 16 0 3 13 9
1378 62.8261 -98.2553 Barrel 1 3 16 15 0 3 13 10
1379 65.264 -98.2081 Barrel 1 3 16 11 0 3 13 14
1380 65.2641 -93.0402 Barrel 1 3 16 12 0 3 13 13
1381 62.8262 -104.243 Barrel 1 3 16 14 0 3 13 11
1382 62.8261 -109.505 Barrel 1 3 16 13 0 3 13 12
1383 65.264 -109.458 Barrel 1 3 16 9 0 3 13 8
1384 65.2641 -104.29 Barrel 1 3 16 10 0 3 13 15
1385 62.8262 -115.493 Barrel 1 3 14 16 0 3 9 9
1386 62.8261 -120.755 Barrel 1 3 14 15 0 3 9 10
1387 65.264 -120.708 Barrel 1 3 14 11 0 3 9 14
1388 65.2641 -115.54 Barrel 1 3 14 12 0 3 9 13
1389 62.8262 -126.743 Barrel 1 3 14 14 0 3 9 11
1390 62.8261 -132.005 Barrel 1 3 14 13 0 3 9 12
1391 65.264 -131.958 Barrel 1 3 14 9 0 3 9 8
1392 65.2641 -126.79 Barrel 1 3 14 10 0 3 9 15
1393 62.8262 -137.993 Barrel 1 3 12 16 0 3 5 9
1394 62.8261 -143.255 Barrel 1 3 12 15 0 3 5 10
1395 65.264 -143.208 Barrel 1 3 12 11 0 3 5 14
1396 65.2641 -138.04 Barrel 1 3 12 12 0 3 5 13
1397 62.8262 -149.243 Barrel 1 3 12 14 0 3 5 11
1398 62.8261 -154.505 Barrel 1 3 12 13 0 3 5 12
1399 65.264 -154.458 Barrel 1 3 12 9 0 3 5 8
1400 65.2641 -149.29 Barrel 1 3 12 10 0 3 5 15
1401 62.8262 -160.493 Barrel 1 3 10 16 0 3 1 9
1402 62.8261 -165.755 Barrel 1 3 10 15 0 3 1 10
1403 65.264 -165.708 Barrel 1 3 10 11 0 3 1 14
1404 65.2641 -160.54 Barrel 1 3 10 12 0 3 1 13
1405 62.8262 -171.743 Barrel 1 3 10 14 0 3 1 11
1406 62.8261 -177.005 Barrel 1 3 10 13 0 3 1 12
1407 65.264 -176.958 Barrel 1 3 10 9 0 3 1 8
1408 65.2641 -171.79 Barrel 1 3 10 10 0 3 1 15
1409 62.8262 177.007 Barrel 1 3 8 16 0 0 1 9
1410 62.8261 171.745 Barrel 1 3 8 15 0 0 1 10
1411 65.264 171.792 Barrel 1 3 8 11 0 0 1 14
1412 65.2641 176.96 Barrel 1 3 8 12 0 0 1 13
1413 62.8262 165.757 Barrel 1 3 8 14 0 0 1 11
1414 62.8261 160.495 Barrel 1 3 8 13 0 0 1 12
1415 65.264 160.542 Barrel 1 3 8 9 0 0 1 8
1416 65.2641 165.71 Barrel 1 3 8 10 0 0 1 15
1417 62.8262 154.507 Barrel 1 3 6 16 0 0 5 9
1418 62.8261 149.245 Barrel 1 3 6 15 0 0 5 10
1419 65.264 149.292 Barrel 1 3 6 11 0 0 5 14
1420 65.2641 154.46 Barrel 1 3 6 12 0 0 5 13
1421 62.8262 143.257 Barrel 1 3 6 14 0 0 5 11
1422 62.8261 137.995 Barrel 1 3 6 13 0 0 5 12
1423 65.264 138.042 Barrel 1 3 6 9 0 0 5 8
1424 65.2641 143.21 Barrel 1 3 6 10 0 0 5 15
1425 62.8262 132.007 Barrel 1 3 4 16 0 0 9 9
1426 62.8261 126.745 Barrel 1 3 4 15 0 0 9 10
1427 65.264 126.792 Barrel 1 3 4 11 0 0 9 14
1428 65.2641 131.96 Barrel 1 3 4 12 0 0 9 13
1429 62.8262 120.757 Barrel 1 3 4 14 0 0 9 11
1430 62.8261 115.495 Barrel 1 3 4 13 0 0 9 12
1431 65.264 115.542 Barrel 1 3 4 9 0 0 9 8
1432 65.2641 120.71 Barrel 1 3 4 10 0 0 9 15
1433 62.8262 109.507 Barrel 1 3 2 16 0 0 13 9
1434 62.8261 104.245 Barrel 1 3 2 15 0 0 13 10
1435 65.264 104.292 Barrel 1 3 2 11 0 0 13 14
1436 65.2641 109.46 Barrel 1 3 2 12 0 0 13 13
1437 62.8262 98.2572 Barrel 1 3 2 14 0 0 13 11
1438 62.8261 92.9947 Barrel 1 3 2 13 0 0 13 12
1439 65.264 93.0419 Barrel 1 3 2 9 0 0 13 8
1440 65.2641 98.2098 Barrel 1 3 2 10 0 0 13 15
1441 57.9888 87.0301 Barrel 2 4 1 8 0 0 14 7
1442 57.9894 81.7224 Barrel 2 4 1 7 0 0 14 0
1443 60.333 81.7806 Barrel 2 4 1 3 0 0 14 4
1444 60.3324 86.9727 Barrel 2 4 1 4 0 0 14 3
1445 57.9888 75.7801 Barrel 2 4 1 6 0 0 14 1
1446 57.9894 70.4724 Barrel 2 4 1 5 0 0 14 2
1447 60.333 70.5306 Barrel 2 4 1 1 0 0 14 6
1448 60.3324 75.7227 Barrel 2 4 1 2 0 0 14 5
1449 57.9888 64.5301 Barrel 2 4 3 8 0 0 10 7
1450 57.9894 59.2224 Barrel 2 4 3 7 0 0 10 0
1451 60.333 59.2806 Barrel 2 4 3 3 0 0 10 4
1452 60.3324 64.4727 Barrel 2 4 3 4 0 0 10 3
1453 57.9888 53.2801 Barrel 2 4 3 6 0 0 10 1
1454 57.9894 47.9724 Barrel 2 4 3 5 0 0 10 2
1455 60.333 48.0306 Barrel 2 4 3 1 0 0 10 6
1456 60.3324 53.2227 Barrel 2 4 3 2 0 0 10 5
1457 57.9888 42.0301 Barrel 2 4 5 8 0 0 6 7
1458 57.9894 36.7224 Barrel 2 4 5 7 0 0 6 0
1459 60.333 36.7806 Barrel 2 4 5 3 0 0 6 4
1460 60.3324 41.9727 Barrel 2 4 5 4 0 0 6 3
1461 57.9888 30.7801 Barrel 2 4 5 6 0 0 6 1
1462 57.9894 25.4724 Barrel 2 4 5 5 0 0 6 2
1463 60.333 25.5306 Barrel 2 4 5 1 0 0 6 6
1464 60.3324 30.7227 Barrel 2 4 5 2 0 0 6 5
1465 57.9888 19.5301 Barrel 2 4 7 8 0 0 2 7
1466 57.9894 14.2224 Barrel 2 4 7 7 0 0 2 0
1467 60.333 14.2806 Barrel 2 4 7 3 0 0 2 4
1468 60.3324 19.4727 Barrel 2 4 7 4 0 0 2 3
1469 57.9888 8.28007 Barrel 2 4 7 6 0 0 2 1
1470 57.9894 2.97244 Barrel 2 4 7 5 0 0 2 2
1471 60.333 3.03063 Barrel 2 4 7 1 0 0 2 6
1472 60.3324 8.22266 Barrel 2 4 7 2 0 0 2 5
1473 57.9888 -2.96993 Barrel 2 4 9 8 0 3 2 7
1474 57.9894 -8.27756 Barrel 2 4 9 7 0 3 2 0
1475 60.333 -8.21937 Barrel 2 4 9 3 0 3 2 4
1476 60.3324 -3.02734 Barrel 2 4 9 4 0 3 2 3
1477 57.9888 -14.2199 Barrel 2 4 9 6 0 3 2 1
1478 57.9894 -19.5276 Barrel 2 4 9 5 0 3 2 2
1479 60.333 -19.4694 Barrel 2 4 9 1 0 3 2 6
1480 60.3324 -14.2773 Barrel 2 4 9 2 0 3 2 5
1481 57.9888 -25.4699 Barrel 2 4 11 8 0 3 6 7
1482 57.9894 -30.7776 Barrel 2 4 11 7 0 3 6 0
1483 60.333 -30.7194 Barrel 2 4 11 3 0 3 6 4
1484 60.3324 -25.5273 Barrel 2 4 11 4 0 3 6 3
1485 57.9888 -36.7199 Barrel 2 4 11 6 0 3 6 1
1486 57.9894 -42.0276 Barrel 2 4 11 5 0 3 6 2
1487 60.333 -41.9694 Barrel 2 4 11 1 0 3 6 6
1488 60.3324 -36.7773 Barrel 2 4 11 2 0 3 6 5
1489 57.9888 -47.9699 Barrel 2 4 13 8 0 3 10 7
1490 57.9894 -53.2776 Barrel 2 4 13 7 0 3 10 0
1491 60.333 -53.2194 Barrel 2 4 13 3 0 3 10 4
1492 60.3324 -48.0273 Barrel 2 4 13 4 0 3 10 3
1493 57.9888 -59.2199 Barrel 2 4 13 6 0 3 10 1
1494 57.9894 -64.5276 Barrel 2 4 13 5 0 3 10 2
1495 60.333 -64.4694 Barrel 2 4 13 1 0 3 10 6
1496 60.3324 -59.2773 Barrel 2 4 13 2 0 3 10 5
1497 57.9888 -70.4699 Barrel 2 4 15 8 0 3 14 7
1498 57.9894 -75.7776 Barrel 2 4 15 7 0 3 14 0
1499 60.333 -75.7194 Barrel 2 4 15 3 0 3 14 4
1500 60.3324 -70.5273 Barrel 2 4 15 4 0 3 14 3
1501 57.9888 -81.7199 Barrel 2 4 15 6 0 3 14 1
1502 57.9894 -87.0276 Barrel 2 4 15 5 0 3 14 2
1503 60.333 -86.9694 Barrel 2 4 15 1 0 3 14 6
1504 60.3324 -81.7773 Barrel 2 4 15 2 0 3 14 5
1505 57.9888 -92.9699 Barrel 1 4 15 8 0 3 14 7
1506 57.9894 -98.2776 Barrel 1 4 15 7 0 3 14 0
1507 60.333 -98.2194 Barrel 1 4 15 3 0 3 14 4
1508 60.3324 -93.0273 Barrel 1 4 15 4 0 3 14 3
1509 57.9888 -104.22 Barrel 1 4 15 6 0 3 14 1
1510 57.9894 -109.528 Barrel 1 4 15 5 0 3 14 2
1511 60.333 -109.469 Barrel 1 4 15 1 0 3 14 6
1512 60.3324 -104.277 Barrel 1 4 15 2 0 3 14 5
1513 57.9888 -115.47 Barrel 1 4 13 8 0 3 10 7
1514 57.9894 -120.778 Barrel 1 4 13 7 0 3 10 0
1515 60.333 -120.719 Barrel 1 4 13 3 0 3 10 4
1516 60.3324 -115.527 Barrel 1 4 13 4 0 3 10 3
1517 57.9888 -126.72 Barrel 1 4 13 6 0 3 10 1
1518 57.9894 -132.028 Barrel 1 4 13 5 0 3 10 2
1519 60.333 -131.969 Barrel 1 4 13 1 0 3 10 6
1520 60.3324 -126.777 Barrel 1 4 13 2 0 3 10 5
1521 57.9888 -137.97 Barrel 1 4 11 8 0 3 6 7
1522 57.9894 -143.278 Barrel 1 4 11 7 0 3 6 0
1523 60.333 -143.219 Barrel 1 4 11 3 0 3 6 4
1524 60.3324 -138.027 Barrel 1 4 11 4 0 3 6 3
1525 57.9888 -149.22 Barrel 1 4 11 6 0 3 6 1
1526 57.9894 -154.528 Barrel 1 4 11 5 0 3 6 2
1527 60.333 -154.469 Barrel 1 4 11 1 0 3 6 6
1528 60.3324 -149.277 Barrel 1 4 11 2 0 3 6 5
1529 57.9888 -160.47 Barrel 1 4 9 8 0 3 2 7
1530 57.9894 -165.778 Barrel 1 4 9 7 0 3 2 0
1531 60.333 -165.719 Barrel 1 4 9 3 0 3 2 4
1532 60.3324 -160.527 Barrel 1 4 9 4 0 3 2 3
1533 57.9888 -171.72 Barrel 1 4 9 6 0 3 2 1
1534 57.9894 -177.028 Barrel 1 4 9 5 0 3 2 2
1535 60.333 -176.969 Barrel 1 4 9 1 0 3 2 6
1536 60.3324 -171.777 Barrel 1 4 9 2 0 3 2 5
1537 57.9888 177.03 Barrel 1 4 7 8 0 0 2 7
1538 57.9894 171.722 Barrel 1 4 7 7 0 0 2 0
1539 60.333 171.781 Barrel 1 4 7 3 0 0 2 4
1540 60.3324 176.973 Barrel 1 4 7 4 0 0 2 3
1541 57.9888 165.78 Barrel 1 4 7 6 0 0 2 1
1542 57.9894 160.472 Barrel 1 4 7 5 0 0 2 2
1543 60.333 160.531 Barrel 1 4 7 1 0 0 2 6
1544 60.3324 165.723 Barrel 1 4 7 2 0 0 2 5
1545 57.9888 154.53 Barrel 1 4 5 8 0 0 6 7
1546 57.9894 149.222 Barrel 1 4 5 7 0 0 6 0
1547 60.333 149.281 Barrel 1 4 5 3 0 0 6 4
1548 60.3324 154.473 Barrel 1 4 5 4 0 0 6 3
1549 57.9888 143.28 Barrel 1 4 5 6 0 0 6 1
1550 57.9894 137.972 Barrel 1 4 5 5 0 0 6 2
1551 60.333 138.031 Barrel 1 4 5 1 0 0 6 6
1552 60.3324 143.223 Barrel 1 4 5 2 0 0 6 5
1553 57.9888 132.03 Barrel 1 4 3 8 0 0 10 7
1554 57.9894 126.722 Barrel 1 4 3 7 0 0 10 0
1555 60.333 126.781 Barrel 1 4 3 3 0 0 10 4
1556 60.3324 131.973 Barrel 1 4 3 4 0 0 10 3
1557 57.9888 120.78 Barrel 1 4 3 6 0 0 10 1
1558 57.9894 115.472 Barrel 1 4 3 5 0 0 10 2
1559 60.333 115.531 Barrel 1 4 3 1 0 0 10 6
1560 60.3324 120.723 Barrel 1 4 3 2 0 0 10 5
1561 57.9888 109.53 Barrel 1 4 1 8 0 0 14 7
1562 57.9894 104.222 Barrel 1 4 1 7 0 0 14 0
1563 60.333 104.281 Barrel 1 4 1 3 0 0 14 4
1564 0 0 Unknown 0 0 0 0 0 0 0 0
1565 57.9888 98.2801 Barrel 1 4 1 6 0 0 14 1
1566 57.9894 92.9724 Barrel 1 4 1 5 0 0 14 2
1567 60.333 93.0306 Barrel 1 4 1 1 0 0 14 6
1568 60.3324 98.2227 Barrel 1 4 1 2 0 0 14 5
1569 53.4864 87.0295 Barrel 2 4 1 16 0 0 14 9
1570 53.4865 81.7214 Barrel 2 4 1 15 0 0 14 10
1571 55.7294 81.7892 Barrel 2 4 1 11 0 0 14 14
1572 55.7293 86.9619 Barrel 2 4 1 12 0 0 14 13
1573 53.4864 75.7795 Barrel 2 4 1 14 0 0 14 11
1574 53.4865 70.4714 Barrel 2 4 1 13 0 0 14 12
1575 55.7294 70.5392 Barrel 2 4 1 9 0 0 14 8
1576 55.7293 75.7119 Barrel 2 4 1 10 0 0 14 15
1577 53.4864 64.5295 Barrel 2 4 3 16 0 0 10 9
1578 53.4865 59.2214 Barrel 2 4 3 15 0 0 10 10
1579 55.7294 59.2892 Barrel 2 4 3 11 0 0 10 14
1580 55.7293 64.4619 Barrel 2 4 3 12 0 0 10 13
1581 53.4864 53.2795 Barrel 2 4 3 14 0 0 10 11
1582 53.4865 47.9714 Barrel 2 4 3 13 0 0 10 12
1583 55.7294 48.0392 Barrel 2 4 3 9 0 0 10 8
1584 55.7293 53.2119 Barrel 2 4 3 10 0 0 10 15
1585 53.4864 42.0295 Barrel 2 4 5 16 0 0 6 9
1586 53.4865 36.7214 Barrel 2 4 5 15 0 0 6 10
1587 55.7294 36.7892 Barrel 2 4 5 11 0 0 6 14
1588 55.7293 41.9619 Barrel 2 4 5 12 0 0 6 13
1589 53.4864 30.7795 Barrel 2 4 5 14 0 0 6 11
1590 53.4865 25.4714 Barrel 2 4 5 13 0 0 6 12
1591 55.7294 25.5392 Barrel 2 4 5 9 0 0 6 8
1592 55.7293 30.7119 Barrel 2 4 5 10 0 0 6 15
1593 53.4864 19.5295 Barrel 2 4 7 16 0 0 2 9
1594 53.4865 14.2214 Barrel 2 4 7 15 0 0 2 10
1595 55.7294 14.2892 Barrel 2 4 7 11 0 0 2 14
1596 55.7293 19.4619 Barrel 2 4 7 12 0 0 2 13
1597 53.4864 8.27946 Barrel 2 4 7 14 0 0 2 11
1598 53.4865 2.97142 Barrel 2 4 7 13 0 0 2 12
1599 55.7294 3.03917 Barrel 2 4 7 9 0 0 2 8
1600 55.7293 8.21185 Barrel 2 4 7 10 0 0 2 15
1601 53.4864 -2.97054 Barrel 2 4 9 16 0 3 2 9
1602 53.4865 -8.27858 Barrel 2 4 9 15 0 3 2 10
1603 55.7294 -8.21083 Barrel 2 4 9 11 0 3 2 14
1604 55.7293 -3.03815 Barrel 2 4 9 12 0 3 2 13
1605 53.4864 -14.2205 Barrel 2 4 9 14 0 3 2 11
1606 53.4865 -19.5286 Barrel 2 4 9 13 0 3 2 12
1607 55.7294 -19.4608 Barrel 2 4 9 9 0 3 2 8
1608 55.7293 -14.2881 Barrel 2 4 9 10 0 3 2 15
1609 53.4864 -25.4705 Barrel 2 4 11 16 0 3 6 9
1610 53.4865 -30.7786 Barrel 2 4 11 15 0 3 6 10
1611 55.7294 -30.7108 Barrel 2 4 11 11 0 3 6 14
1612 55.7293 -25.5381 Barrel 2 4 11 12 0 3 6 13
1613 53.4864 -36.7205 Barrel 2 4 11 14 0 3 6 11
1614 53.4865 -42.0286 Barrel 2 4 11 13 0 3 6 12
1615 55.7294 -41.9608 Barrel 2 4 11 9 0 3 6 8
1616 55.7293 -36.7881 Barrel 2 4 11 10 0 3 6 15
1617 53.4864 -47.9705 Barrel 2 4 13 16 0 3 10 9
1618 53.4865 -53.2786 Barrel 2 4 13 15 0 3 10 10
1619 55.7294 -53.2108 Barrel 2 4 13 11 0 3 10 14
1620 55.7293 -48.0381 Barrel 2 4 13 12 0 3 10 13
1621 53.4864 -59.2205 Barrel 2 4 13 14 0 3 10 11
1622 53.4865 -64.5286 Barrel 2 4 13 13 0 3 10 12
1623 55.7294 -64.4608 Barrel 2 4 13 9 0 3 10 8
1624 55.7293 -59.2881 Barrel 2 4 13 10 0 3 10 15
1625 53.4864 -70.4705 Barrel 2 4 15 16 0 3 14 9
1626 53.4865 -75.7786 Barrel 2 4 15 15 0 3 14 10
1627 55.7294 -75.7108 Barrel 2 4 15 11 0 3 14 14
1628 55.7293 -70.5381 Barrel 2 4 15 12 0 3 14 13
1629 53.4864 -81.7205 Barrel 2 4 15 14 0 3 14 11
1630 53.4865 -87.0286 Barrel 2 4 15 13 0 3 14 12
1631 55.7294 -86.9608 Barrel 2 4 15 9 0 3 14 8
1632 55.7293 -81.7881 Barrel 2 4 15 10 0 3 14 15
1633 53.4864 -92.9705 Barrel 1 4 15 16 0 3 14 9
1634 53.4865 -98.2786 Barrel 1 4 15 15 0 3 14 10
1635 55.7294 -98.2108 Barrel 1 4 15 11 0 3 14 14
1636 55.7293 -93.0381 Barrel 1 4 15 12 0 3 14 13
1637 53.4864 -104.221 Barrel 1 4 15 14 0 3 14 11
1638 53.4865 -109.529 Barrel 1 4 15 13 0 3 14 12
1639 55.7294 -109.461 Barrel 1 4 15 9 0 3 14 8
1640 55.7293 -104.288 Barrel 1 4 15 10 0 3 14 15
1641 53.4864 -115.471 Barrel 1 4 13 16 0 3 10 9
1642 53.4865 -120.779 Barrel 1 4 13 15 0 3 10 10
1643 55.7294 -120.711 Barrel 1 4 13 11 0 3 10 14
1644 55.7293 -115.538 Barrel 1 4 13 12 0 3 10 13
1645 53.4864 -126.721 Barrel 1 4 13 14 0 3 10 11
1646 53.4865 -132.029 Barrel 1 4 13 13 0 3 10 12
1647 55.7294 -131.961 Barrel 1 4 13 9 0 3 10 8
1648 55.7293 -126.788 Barrel 1 4 13 10 0 3 10 15
1649 53.4864 -137.971 Barrel 1 4 11 16 0 3 6 9
1650 53.4865 -143.279 Barrel 1 4 11 15 0 3 6 10
1651 55.7294 -143.211 Barrel 1 4 11 11 0 3 6 14
1652 55.7293 -138.038 Barrel 1 4 11 12 0 3 6 13
1653 53.4864 -149.221 Barrel 1 4 11 14 0 3 6 11
1654 53.4865 -154.529 Barrel 1 4 11 13 0 3 6 12
1655 55.7294 -154.461 Barrel 1 4 11 9 0 3 6 8
1656 55.7293 -149.288 Barrel 1 4 11 10 0 3 6 15
1657 53.4864 -160.471 Barrel 1 4 9 16 0 3 2 9
1658 53.4865 -165.779 Barrel 1 4 9 15 0 3 2 10
1659 55.7294 -165.711 Barrel 1 4 9 11 0 3 2 14
1660 55.7293 -160.538 Barrel 1 4 9 12 0 3 2 13
1661 53.4864 -171.721 Barrel 1 4 9 14 0 3 2 11
1662 53.4865 -177.029 Barrel 1 4 9 13 0 3 2 12
1663 55.7294 -176.961 Barrel 1 4 9 9 0 3 2 8
1664 55.7293 -171.788 Barrel 1 4 9 10 0 3 2 15
1665 53.4864 177.029 Barrel 1 4 7 16 0 0 2 9
